UNIQUEID,GRANTEEID,MODE,LtCallDt,LtCallST,CallDurS,CallDurM,TotalTime,LtCallR,LtCaseR,Date,HOUSEHOLD,HEALTHCARE,HEALTHCARE2,Q1,Q1 Num,Q2,Q2A,Q3_1,Q3_1B,Q3_2,Q3_2B,Q3_3A,Q3_3A2,Q3_3B,Q3_3B2,Q3_3C,Q3_3C2,Q3_3D,Q3_3D2,Q3_3E,Q3_3E2,Q3_3F,Q3_3F2,Q3_3G,Q3_3G2,Q3_3H,Q3_3H2,Q4_A,Q4_A2,Q4_B,Q4_B2,Q4_C,Q4_C2,Q4_D,Q4_D2,Q4_E,Q4_E2,Q4,Q5,Q6,Q7,Q8,EXPERIENCE,Q9,Q10,Q11A,Q11,Q13,Q14,Q15,Q16,INT99,Q12,INT
,14-ZZ-153,Online,20220125,12:27,400,7,400,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,2,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,20-GA-188,CATI,20220219,15:39,4583,76,,'CO': Completed,'CO': Completed,4/1/2022,1,Yes,Yes,Extremely Poor,1,No,Valid skip,Yes,Extremely Poor,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,3+,No,Very satisfied,Very Dissatisfied,Very Dissatisfied,Both positive and negative comments,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,'CO': Completed,1,
,13-OH-124,Online,20220308,12:08,435,7,435,,,4/1/2022,2,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,2,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,20-MA-211,Online,20220321,14:01,487,8,487,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,1,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,19-MN-046,Online,20220201,17:10,237,4,237,,,4/1/2022,2,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,1,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),I choose not to respond,Man,,,Completed
,14-CT-178,Online,20220216,17:01,212,4,212,,,4/1/2022,2,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,Choose not to respond,Choose not to respond,Heterosexual or straight,Woman,,,Completed
,19-FL-025,Online,20220214,19:48,359,6,359,,,4/1/2022,1,Yes,Yes,Above Average,4,Yes,No,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Satisfied,Very satisfied,Decline to provide comments,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),I choose not to respond,Man,,,Completed
,12-NY-063,Online,20220217,17:27,322,5,322,,,4/1/2022,4+,Yes,Yes,Excellent,5,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,2,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,Completed
,18-ZZ-034,Online,20220308,11:19,347,6,347,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,No,Yes,I did not receive case management,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,3+,Yes,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,14-AZ-157,Online,20220223,20:31,564,9,564,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,1,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"American Indian, Alaska Native, or Indigenous",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,Completed
,14-IL-197,Online,20220318,20:12,482,8,482,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,0,Yes,Satisfied,Satisfied,Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Choose not to respond,Heterosexual or straight,Man,,,Completed
,19-ZZ-070,Online,20220303,11:40,608,10,608,,,4/1/2022,2,No,Valid skip,Excellent,5,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Average,Yes,Average,Yes,Below average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,No,Valid skip,Yes,Above average,Yes,Extremely poor,Yes,I did not receive assistance,Yes,I did not receive assistance,0,Yes,Satisfied,Satisfied,Satisfied,Negative comments only,,,Refused,,Refused,Refused,Refused,Refused,,,
,19-AZ-004,Online,20220107,22:56,282,5,314,,,4/1/2022,2,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,Multiracial or Biracial,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,12-NC-049,Online,20220105,17:52,773,13,775,,,4/1/2022,2,Yes,Yes,Above Average,4,Yes,Yes,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,0,Yes,Satisfied,Satisfied,Satisfied,Decline to provide comments,,,No,,"Black, African-American, or African",Choose not to respond,I choose not to respond,Woman,,,Completed
,20-OR-272,Online,20220316,17:31,1226,20,1226,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,2,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,Yes,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,12-MI-045,Online,20220126,17:39,536,9,536,,,4/1/2022,1,No,Valid skip,Below average,2,Yes,Yes,Yes,Excellent,Yes,Above average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above average,No,Valid skip,Yes,Above average,Yes,Above average,No,Valid skip,0,No,Satisfied,Satisfied,Satisfied,Decline to provide comments,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,20-NV-118,Online,20220222,17:05,822,14,824,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,14-OK-271,Online,20220301,14:17,399,7,399,,,4/1/2022,1,No,Valid skip,Extremely Poor,1,No,Valid skip,Yes,Extremely Poor,Yes,I did not receive assistance,Yes,Extremely Poor,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,Extremely Poor,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,3+,No,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Negative comments only,,,Yes,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,20-ZZ-092,Online,20220105,22:27,481,8,485,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above average,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Above average,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,18-ZZ-034,Online,20220115,09:41,533,9,533,,,4/1/2022,2,Yes,Yes,Average,3,Yes,Yes,No,Valid skip,Yes,Below average,Yes,Average,Yes,Below average,Yes,Average,Yes,Average,Yes,Average,Yes,Below average,No,Valid skip,Yes,Below average,Yes,I did not receive assistance,Yes,Below average,Yes,Below average,Yes,Below average,Yes,Extremely poor,3+,Yes,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,No,,Choose not to respond,Choose not to respond,Heterosexual or straight,Man,,,Completed
,16-NJ-054,Online,20220119,11:28,1279,21,1282,,,4/1/2022,1,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,I did not receive assistance,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above average,Yes,Above average,Yes,Above average,Yes,Excellent,No,Valid skip,1,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,Yes,,Multiracial or Biracial,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,19-CA-009,Online,20220130,18:39,266,4,266,,,4/1/2022,1,Yes,No,Above Average,4,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,18-ZZ-239,Online,20220328,11:38,290,5,290,,,4/1/2022,3,Yes,Yes,Average,3,Yes,No,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,0,Yes,Very satisfied,Very satisfied,Very satisfied,Both positive and negative comments,,,No,,White,Choose not to respond,Heterosexual or straight,Man,,,Completed
,19-CA-009,Online,20220301,13:34,506,8,506,,,4/1/2022,2,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Average,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,1,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,15-PA-068,Online,20220216,00:19,287,5,287,,,4/1/2022,2,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,14-AZ-157,Online,20220225,12:23,167,3,167,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Decline to provide comments,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,19-FL-025,Online,20220216,12:08,1403,23,1406,,,4/1/2022,1,Yes,Yes,Excellent,5,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,Yes,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,19-ZZ-324,Online,20220105,11:15,623,10,623,,,4/1/2022,1,No,Valid skip,Below average,2,Yes,No,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,Average,Yes,Below average,Yes,Extremely poor,No,Valid skip,Yes,Below average,Yes,Below average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Dissatisfied,Both positive and negative comments,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,14-MS-234,Online,20220309,21:44,474,8,474,,,4/1/2022,2,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,2,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,20-ZZ-026,Online,20220313,22:05,352,6,354,,,4/1/2022,2,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,14-ZZ-260,Online,20220311,20:20,314,5,316,,,4/1/2022,1,Yes,Yes,Below average,2,Yes,No,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely poor,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Neither satisfied nor Dissatisfied,Very satisfied,Neither satisfied nor Dissatisfied,Decline to provide comments,,,Yes,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,19-CA-009,Online,20220110,22:30,285,5,285,,,4/1/2022,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Above Average,Yes,Above Average,Yes,Above Average,No,Valid skip,No,Valid skip,1,Yes,Satisfied,Satisfied,Very satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),I choose not to respond,Man,,,Completed
,S20-NY-600B,Online,20220211,18:52,1550,26,1550,,,4/1/2022,3,Yes,Yes,Below average,2,No,Valid skip,Yes,Below average,Yes,Below average,No,Valid skip,Yes,Below average,Yes,Below average,No,Valid skip,Yes,Below average,Yes,Below average,No,Valid skip,Yes,Below average,Yes,Above average,Yes,Average,No,Valid skip,Yes,Below average,Yes,Average,0,Yes,Dissatisfied,Neither satisfied nor Dissatisfied,Very satisfied,Both positive and negative comments,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,18-CA-354,Online,20220224,00:14,293,5,293,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,Yes,Above average,No,Valid skip,Yes,Above average,No,Valid skip,Yes,Average,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,14-PA-280,Online,20220111,17:01,443,7,443,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,1,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,20-LA-207,Online,20220226,03:07,2321,39,2321,,,4/1/2022,2,Yes,Yes,Below average,2,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,Below average,Yes,I did not receive assistance,No,Valid skip,Yes,Below average,Yes,Average,No,Valid skip,Yes,Above average,Yes,I did not receive assistance,No,Valid skip,0,Yes,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,Yes,,Choose not to respond,Choose not to respond,Heterosexual or straight,Man,,,Completed
,19-MN-046,Online,20220202,14:08,1874,31,1874,,,4/1/2022,3,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,1,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,Yes,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,18-CA-354,Online,20220303,15:31,349,6,349,,,4/1/2022,1,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,1,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,Choose not to respond,Choose not to respond,I choose not to respond,Man,,,Completed
,14-FL-184,Online,20220301,19:40,397,7,397,,,4/1/2022,1,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Above average,Yes,Above average,Yes,Above average,Yes,Average,Yes,Average,No,Valid skip,No,Valid skip,Yes,Above average,Yes,Excellent,Yes,Above average,Yes,Excellent,No,Valid skip,Yes,Excellent,1,Yes,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Positive comments only,,,No,,"Black, African-American, or African",Choose not to respond,Heterosexual or straight,Man,,,Completed
,19-MS-111,Online,20220310,17:02,514,9,514,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,14-WI-302,Online,20220106,19:08,439,7,439,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,Extremely poor,No,Valid skip,Yes,Above average,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,0,Yes,Very satisfied,Very satisfied,Very satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
,14-NY-254,CATI,20220325,14:10,354,6,,I0,'CO': Completed,4/1/2022,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,'CO': Completed,1,Interrupted
,20-OK-065,Online,20220127,09:16,1185,20,1185,,,4/1/2022,1,Yes,Yes,Extremely Poor,1,No,Valid skip,Yes,Extremely Poor,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,0,No,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Negative comments only,,,Yes,,Multiracial or Biracial,Choose not to respond,Heterosexual or straight,Man,,,Completed
,19-CA-005,Online,20220107,12:10,374,6,374,,,4/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,1,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,Multiracial or Biracial,Non-Hispanic/Non-Latin(a)(o)(x),Gay,Man,,,Completed
,14-IL-198,Online,20220208,12:20,416,7,418,,,4/1/2022,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,Yes,Above Average,Yes,Above Average,No,Valid skip,Yes,Above Average,Yes,Excellent,No,Valid skip,Yes,Above Average,Yes,Above Average,No,Valid skip,1,No,Satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,Choose not to respond,Choose not to respond,Heterosexual or straight,Woman,,,Completed
,14-ZZ-308,Online,20220302,11:32,309,5,309,,,4/1/2022,1,Yes,No,Above Average,4,Yes,Yes,Yes,Above Average,Yes,Average,Yes,I did not receive assistance,Yes,Average,No,Valid skip,Yes,Below average,No,Valid skip,Yes,Below average,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Above Average,Yes,Average,No,Valid skip,No,Valid skip,1,No,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Other,Man,,,Completed
,14-FL-184,Online,20220209,13:02,717,12,717,,,4/1/2022,1,Yes,Yes,Extremely Poor,1,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Very Dissatisfied,Negative comments only,,,No,,Choose not to respond,Choose not to respond,I choose not to respond,I choose not to respond,,,Completed
,20-ZZ-147,Online,20220219,06:13,202,3,202,,,4/1/2022,2,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,1,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,Completed
